X_vib_freq_energy,Y_vib_disp_rms,Z_vib_freq_energy,Z_vib_freq_mean,Z_vib_freq_rms,Z_vib_freq_shape_factor,Z_vib_freq_rms,Z_vib_freq_mean,Z_vib_freq_energy,Z-axial force
170.08750000000001,170.14838009807792,231603.77,264674.13,104.23291226863039,119.91249999999999,152.22644727510394,0.4818401220232098,185383.13,5.34
183.6,183.60379703512203,235972.47999999998,266817.31,345.5294849936833,194.77499999999998,194.82674354410381,0.94420955093562831,303659.68,7.87
169.88571428571427,169.89500959626298,202050.2,302308.90000000002,471.71787118997304,90.4,152.93311446511512,0.21053894318324728,187108.30000000002,6.75
187.11249999999998,187.32526191093393,280726.02999999997,355103.96,233.92092681074945,196.97499999999997,197.59482533710241,0.69746377070487886,312349.72000000003,12.829999999999998
215.375,215.48457021327536,371468.79999999999,428486.66000000003,561.1372381155968,206.84285714285716,206.94404695817798,0.90528922862050087,299780.87,9.36
232.41428571428574,232.44609513359686,378218.31000000006,424008.11000000004,553.1667922064737,228.65,228.68795333379501,0.95756695557631888,418385.44000000006,12.089999999999998
178.54285714285714,178.6803770503553,223486.74,218809.46999999997,222.02871435920176,181.7,181.98564503828317,0.90783627093555552,264950.2,5.8999999999999986
189.67500000000001,189.68789497487708,287851.98,290796.59000000003,308.8747723592848,197.33750000000001,197.3528407446926,0.9602135535363675,311585.15000000002,9.32
195.03749999999999,195.05769979675244,304380.05,339322.08,631.31325708512452,170.84285714285716,184.53921379634039,0.83294251435425526,238383.05000000002,12.86
189.91428571428574,189.9924509778518,252679.91999999998,270821.27,645.27804084750937,137.53749999999999,167.75990656292103,0.6128186997830567,225147.09,6.1199999999999992
218.16250000000002,218.35048374116326,381415.47,353372.07999999996,224.003826497929,212.04285714285717,212.04889261003666,0.97454851373463447,314753.13,7.3599999999999994
241.12857142857143,241.14805470024902,407066.69,368415.30999999994,475.39246943972512,218.48750000000001,218.54817832688516,0.94431191789009139,382106.45,6.62
240.17500000000001,240.26409948221561,461814.7,491178.70999999996,560.46821943799807,141.5,179.00749285993589,0.60679552772645973,256349.46000000002,16.920000000000002
173.54999999999998,173.66933379269926,241288.3,253568.58000000002,160.85263886107504,148.77142857142857,164.94956805035898,0.71188336026059507,190458.52000000002,4.2200000000000006
194.2571428571429,194.33320427995389,264357.76000000001,247275.22999999998,363.05147706626951,202.81249999999997,202.84982437754289,0.93662709163401003,329184.40999999997,18.21
213.78749999999997,213.83901362941234,365816.99,340305.05000000005,449.75660084094375,213.82857142857142,213.836232396931,0.97464325877628399,320081.53999999998,25.16
232.48749999999998,232.60385046254072,432836.41000000003,371643.14999999997,714.82419167233002,211,211.01200202832067,0.96774229655348554,356208.52,30
286.73750000000001,286.79961863642706,658032.17000000004,477791.48,635.25416735575777,200.32857142857142,200.37145148805146,0.9461004470597737,281041.02999999997,29
301.91428571428565,301.92844469225764,638125.49999999988,482111.96,676.2530961112119,145.16249999999999,167.6516440420433,0.71333677010830587,224856.58999999997,17.049999999999997
166.11250000000001,166.12879416284224,220790.21000000002,222642.41,61.312722986342727,100.65,172.27234978370731,0.23220900777544135,237422.09999999998,31.330000000000002
183.11249999999998,183.22595681289263,268574.01,256471.95999999996,289.37173324289989,348.3,348.32900908685247,0.958984434873425,849331.69,12.799999999999999
228.83750000000001,228.88092155092352,419091.81,326520.22000000003,602.94124328755527,332.52857142857141,332.53636321031547,0.9777426299082046,774063.03,15.280000000000001
250.1142857142857,250.24181448008588,438346.76,302211.70999999996,649.70146990752608,330.33749999999998,330.34053830857636,0.98943209341591887,872998.97000000009,18.8
280.46249999999998,280.61452875786739,629956.11,397822.52,224.58879090462196,320.43749999999994,320.44164250296808,0.97815544743560434,821462.7699999999,14.9
301.875,301.90302250888448,729163.48,458333.64999999997,780.35156912033665,325.52857142857141,325.530896053991,0.99103483887172139,741792.55,23.77
170.53749999999999,170.62168311794372,232894.07,233044.55999999997,100.90377311365235,138.07142857142858,163.7836072383314,0.64458549596309123,187775.49,22.14
189.74285714285716,189.80067740357816,252170.08000000002,232113.3,329.76014010186253,209.48750000000001,209.53602613870484,0.94191588642692847,351242.76999999996,21.67
211.71250000000001,211.79919440356707,358871.18999999994,287732.43,475.02131531121842,225.01250000000002,225.05729548272814,0.92819775656343828,405206.29000000004,8.99
233.9375,234.05063821745927,438237.61000000004,326136.65000000002,740.28218557906303,248.48571428571429,248.62693797276731,0.90673967509692244,432707.48,6.5000000000000018
291.71428571428572,291.75926475680012,595864.28,404600.36,447.10555241463953,269.64999999999998,269.75276643623141,0.91697631992180972,582132.44000000006,7.5900000000000007
305.0625,305.08362992792649,744608.16999999993,533822.11,610.15372770193858,288.8,288.81432493163197,0.97296073764093127,583896,20.969999999999995
180.73750000000001,180.84735621512414,261646.13,251783.43,237.45164921365722,170.2571428571429,170.32037878237423,0.90537222398088191,203063.22000000003,9.27
213.37142857142857,213.41910478144709,318834.00000000006,291543.33999999997,575.0980351209696,199.36249999999998,199.4953288926836,0.88551055202029194,318387.09000000003,16.630000000000003
235.98750000000001,236.12419666353554,446037.09000000008,407271.42000000004,610.36230458404202,225.35714285714286,225.41024504540289,0.96215990162536946,355668.45,25.41
289.92499999999995,289.98931014780527,672750.39999999991,550674.60000000009,439.43244645792828,241.76249999999999,241.77138736831535,0.98262136936662503,467627.23,32.92
290.10000000000002,290.22408583713377,673840.16,586734.35,590.6336790745537,102.81428571428572,157.06135743714938,0.41844783809970976,172677.89,25.07
168.48749999999998,168.53873071196423,227242.43,227831.67,72.33602145542703,83.412500000000009,117.96959883800572,0.49308483028628131,111334.61,31.440000000000005
185.94285714285715,185.9701204879045,242094.2,243253.69999999998,340.05128289715361,178.7,178.79431618482732,0.92700827241464245,255739.26,13.720000000000002
194.21249999999998,194.21902906255093,301768.25,307303.87,274.17929483147651,178.25714285714284,178.36254411410803,0.91562048547061603,222692.37999999998,9.34
206.58571428571432,206.70098140619871,299077.06999999995,309479.94,807.9041558254296,188.39999999999998,188.64758811074157,0.8627454295931527,284703.3,12.4
232.125,232.25461782276795,431537.66000000003,394167.47,399.42521202347757,196.39999999999998,196.54898880431821,0.8989654969400761,309052.04000000004,14.470000000000002
257.125,257.19288481604616,529185.43999999994,427067.01999999996,371.12839518727975,200.08571428571426,200.17393864908016,0.92527517137584958,280487.24,12.89
272.05714285714282,272.07906938976396,518189.13999999996,431322.77999999997,622.62187561954488,207.67499999999998,207.68890798499569,0.96794379264868968,345077.46,19.560000000000002
175.86249999999998,175.97009333974907,247723.79000000004,246748.83999999997,171.30007088648355,184.15714285714284,184.62680891850073,0.88912772334000156,238609.41000000003,11.129999999999999
189.35714285714286,189.36356188936819,251009.90999999997,247073.03999999998,352.80341551634672,207.20000000000002,207.26244835956174,0.94330561164842164,343661.77999999997,13.27
188.12499999999997,188.15484979133544,283217.98,318875.36,661.58068291025552,219.04285714285714,219.08396629081344,0.92901412700314412,335984.49,9.5500000000000007
209.51249999999999,209.6543673525548,351639.62999999995,374215.00000000006,621.27278630244223,246.13750000000002,246.32235738966125,0.89205676360961084,485397.63,14.179999999999998
258.73750000000001,258.78449287003269,535755.30999999994,467674.17000000004,441.62314250953835,288.84285714285716,288.89859071010665,0.94491607305562686,584236.77,22.64
269.31428571428575,269.34023623874475,507809.13999999996,445677.43,591.21929095725557,224.92500000000001,259.73337290382995,0.73286563530264981,539691.39999999991,27.390000000000004
166.83750000000001,166.86063421310612,222739.77000000002,220502.16999999998,59.612289001513773,58.962499999999999,96.394625109494569,0.3475922808592618,74335.39,11.39
187.14999999999998,187.22465783117352,280424.58,263532.54000000004,306.49446510966089,176.65714285714284,176.77637204752708,0.92202109280067701,218749.2,15.690000000000001
211.71428571428575,211.75850800920776,313891.65999999997,313046.64,589.37784994008723,210.82499999999999,211.04601986296734,0.87513719325298034,356323.38,22.950000000000003
233.59999999999997,233.75059892971396,437114.74,411963.56999999995,600.23685801047384,234.12857142857143,234.15038208077183,0.96466659420907697,383784.81,18.619999999999997
260.8857142857143,260.98255004611212,476783.24,424829.17,266.35995382189117,239.61250000000001,239.63670680845203,0.94816399134090346,459406.01,7.0299999999999994
279.92499999999995,279.97059667043612,627068.28,554534.63,702.95661317040049,259.98571428571432,260.05867195143264,0.94372603961027834,473413.58999999997,21.62
171.01249999999999,171.09467043131414,234187.09,233308.39999999997,115.35782839247872,125.95714285714287,143.41782614843547,0.70259693635478138,143980.71,11.3
184.48750000000001,184.4914937063495,272296.89,296155.85000000003,355.16598232375804,181.17500000000001,181.19931015321222,0.96141113125691036,262665.51999999996,16.939999999999998
187.94285714285715,187.97717946601921,247347.94,318199.97000000003,453.2422877761644,188.42857142857142,188.45454169564152,0.93399380107072427,248605.80000000002,18.7
204.4,204.46166947795933,292632.02,362047.16,744.09265216100607,213.81250000000003,214.0171050406953,0.88110420994921523,366426.57,20.490000000000002
259.36250000000001,259.42980987157205,538430.6100000001,551403.51,538.59764998691605,240.1,240.16309636816158,0.93028036414159232,403748.19,9.66
273.31249999999994,273.32062445047944,597633.31000000006,616830.84000000008,542.95867706483887,220.61249999999998,235.84702404312841,0.86013789327692636,444990.55,21.250000000000004
164.7428571428571,164.74411327007365,189984.36000000002,193630.06000000003,21.920310216782973,20.5625,58.159532752593535,0.12500000000000003,27060.25,5.7700000000000005
181.02500000000001,181.17782700981928,262603.24,243599.75999999998,299.17616048074422,180.98749999999998,181.10290237873051,0.88878372035864306,262386.08999999997,8
208.05000000000004,208.13689605641764,346567.74,364852.99,469.91834397052429,207.57499999999999,207.73194265687692,0.88273242561502774,345220.48,8.5
228.15714285714284,228.28147099578626,364787.01,358793.79000000004,657.4595044563581,230.5625,230.59561194870989,0.94748415539040998,425394.69,5.65
277.28750000000002,277.33109499297046,615300.29,543910.99,767.20751755962351,235.13750000000002,235.18752358490445,0.94840598999524173,442505.36999999994,36.809999999999988
281.99999999999994,282.08928551081124,636594.91999999993,568266.96,377.95237795256691,101.95714285714287,155.75791197514539,0.41425666182052345,169823.69,21.82
168.24285714285716,168.28946575978631,198249.41,195387.76,87.314804013981501,113.28749999999999,143.48382748588776,0.58810968476916092,164700.87,18.249999999999996
183.72499999999999,183.74094535513854,270085.88,275168.21000000002,358.8306405136392,198.35714285714286,198.41318720574714,0.93221784993323176,275574.55000000005,20.079999999999998
194.12857142857143,194.16912730915797,263911.55,303308.06000000006,275.93703992034125,210.82499999999999,210.86634985222275,0.9262533796092518,355716.94,23.01
210.96250000000001,211.02215819671639,356242.80999999994,398738.19000000006,846.11553584602143,238.13749999999999,238.33352942882379,0.88812200381466666,454422.97000000009,13.62
264.3857142857143,264.448134261306,489529.71,478573.60000000003,452.06512252108104,255.6875,255.72963017609047,0.93975039890536693,523181.14999999997,11.489999999999998
277.86250000000001,277.87526653158608,617717.30999999994,631111.94999999995,621.83645070755654,274.37142857142857,274.39451264817336,0.9672582388642047,527046.43999999994,22.11
178.13750000000002,178.31057526125588,254357.29,245046.7,245.67807042085437,217.51428571428571,218.16107417620196,0.8880809125519884,333159.78000000003,8.23
206.81428571428572,206.85982486422333,299536.90999999997,321595.10000000003,511.61289076801029,241.68750000000003,241.82171893773312,0.89790267990069861,467821.95,21.090000000000003
221.47142857142856,221.54657362666273,343580.19,363063.42,679.51421723799967,268.7714285714286,268.82239490042491,0.95836253115834491,505858.36,14.489999999999998
275.8,275.86104291835045,608794.5199999999,538636.52,628.29417586714226,290.72857142857146,290.7717047542871,0.95016226474229248,591837.29,4.7399999999999993
292.48750000000001,292.51257878935735,684508.87,569869.02999999991,645.33189135513828,224.5,259.25098360469144,0.7315920084998726,537688.57999999996,7.6399999999999988
167.57499999999999,167.61885335486576,224768.63999999998,222174.44999999998,82.719836971378442,56.042857142857144,88.386464703919131,0.32019125578754798,54685.17,4.6599999999999993
185.45714285714288,185.54274825110093,240982.77999999997,230157.68000000002,326.22365794037682,172.48750000000001,172.64986605844791,0.91592397069090126,238463.81,6.3100000000000005
235.54285714285714,235.67352115040114,388794.06,368001.30999999994,561.56667012920207,221.75,221.77192676260898,0.96293342274257987,393462.3,7.45
265.55,265.68991794947738,564729.06000000006,484431.11,306.51287551609124,227.3857142857143,227.39146547623236,0.97829622712502939,361948.15,20.46
288.3,288.34538565507063,582001.42999999993,500685.63999999996,682.53992557212359,242.0625,242.10099906857056,0.96540991824480293,468903.15,30.690000000000005
174.47499999999997,174.59340623288156,243862.86000000002,236152.91999999998,132.67535566185606,125.75,145.25870886112131,0.70094735443363876,168800.74,8.370000000000001
190.57142857142858,190.59041348999094,254272.94,246727.24,373.10404044984557,186.41249999999999,186.48820673168586,0.92883977992775557,278222.81,3.69
200.95000000000002,200.98547211179218,323161.27999999997,363484.9,516.74931750594226,202.38571428571427,202.47708512323069,0.90533333745548095,286978.79000000004,7.5499999999999989
218.47142857142856,218.5389569717164,334314.93,365431.29000000004,657.87042797195249,230.51250000000002,230.65878207863668,0.91072380440641743,425627.79000000004,5.9700000000000006
272.83749999999998,272.88451998968355,595727.68999999994,589708.65999999992,606.44208297247974,250.98749999999998,251.06222087363125,0.92317474053384041,504257.91,4.24
281.48333333333335,281.49417104681464,475433.81,491782.45,615.89470343094013,229.67142857142858,248.08251219532355,0.84049806453948994,430814.52999999997,12.43
166.3,166.31305571120987,221280.26,221662.56000000003,50.845704973829541,49.385714285714286,92.587695881101979,0.25292920323134704,60007.369999999995,11.18
185.6875,185.79330921752805,276153.23,255067.65999999997,305.49877250162564,199.95,199.97910515851402,0.95440686848794443,319933.14,2.7100000000000004
212.3,212.34455491017422,315631.46999999997,321836.43,674.95333172005303,220.72857142857143,220.86752655316781,0.90011455280911379,341477.25,1.81
233.28749999999999,233.43528278732845,435936.25,409062.35,653.20603564266003,246.77499999999998,246.8360488259363,0.93994052250839111,487424.28,5.76
264.23750000000001,264.38801268211836,559208.16999999993,476698.10000000003,252.40047543536838,263.47142857142859,263.489319382345,0.97387565302601253,485986.35,10.91
288.48750000000001,288.55652609150951,666118.95000000007,562788.89,696.41905488003408,282.28749999999997,282.3988956246111,0.91826010508693967,637993.09,16.13
170.45714285714286,170.55427288696112,203621.32,198050.03999999998,91.404321560854001,107.8125,136.45465822023078,0.59500561776030303,148958.99,4.38
188.58750000000001,188.60741303034723,284582.05,264998.52,386.87530290779739,185.9375,185.95182507843262,0.97417974050107958,276624.65000000002,10.26
203.67499999999998,203.72708460094353,332037.80000000005,320932.90000000002,306.18855068638436,186.98571428571429,187.00011841096327,0.94662287824841795,244783.30999999997,4.5999999999999996
217.52857142857144,217.5533596286536,331306.25,327576.26999999996,791.02409887436431,206.97499999999999,207.07440691693409,0.91313508475179062,343038.48000000004,6.2299999999999995
270.27142857142854,270.34667954842195,511611.29,430731.04000000004,548.28277375821324,225.5625,225.59443975860754,0.94717433005454554,407142.81,8.2500000000000018
283.03749999999997,283.04530335266122,640917.15,576237.92000000004,683.59975497362495,233.57499999999996,233.59037865460127,0.96816297945519036,436515.72000000003,14.079999999999998
165.28749999999999,165.28932588040885,218564.49,219027.87,36.062445840513924,19.662500000000001,55.613948340321969,0.12500000000000003,24743.290000000005,3.6700000000000008
178.74285714285719,178.8288567317926,223858.31999999998,216364.69999999998,279.0342720885734,157.67499999999998,157.92088208973504,0.8599037172838232,199512.04,7.57
