X_vib_disp_mean,X_vib_disp_energy,X_vib_disp_rms,Y_vib_disp_margin_factor,Y_vib_vel_margin_factor,Y_vib_disp_mean,Y_vib_acc_variance,Y_vib_acc_std,Y_vib_acc_rms,Y_vib_acc_energy,X-axial force
0.44159016633072801,0.20829841071428573,0.45639720717187321,1.5600150000000004,0.77174363314128969,0.8741336766342277,105.125,142.02068511312007,161359,81.25,6.55
3.0252574624791384,10.405376000000002,3.2257365050481113,64.065279000000004,0.95921195533624826,0.96484660599024707,401.375,442.056981621148,1563315,335.375,6.9
0.99382888725517404,1.0033832380952383,1.0016901906753597,6.9138710000000012,0.53452248382484879,0.89045138019852443,124.25,273.98950709835589,600562,277.75,2.96
2.1633223291964607,3.8179839285714285,1.9539662045622561,37.439708000000003,0.98837169765061716,0.99301916410174385,265,265.3883946219201,563448,230,14.26
1.2547902215111497,1.5347393571428565,1.2388459779742018,12.595988000000002,0.94465576660205541,0.95072747749099218,332.57142857142856,344.32874656973632,829936,415.85714285714283,8.0299999999999994
0.91562983787117824,0.76037966666666668,0.87199751528697989,5.8686460000000009,0.83053953449992191,0.91391291171228684,230.875,269.95995073343749,583027,402,9.3000000000000007
1.1348705401309627,1.3489768095238095,1.1614546093256548,9.0155180000000001,0.86402764932717502,0.91525481427921662,338.125,403.48311612755248,1302389,196.5,4.3199999999999994
2.5184614102661969,5.9974254107142855,2.4489641505571873,50.741183000000007,0.79240581569306145,0.82204239377780619,198.85714285714286,239.9535669368436,403044,471.57142857142856,9.92
2.0449943415918921,4.7551221428571431,2.1806242553124879,29.274013,0.77142857142857146,0.82182768120233918,357.5,497.60124597914745,1980856,437,13.910000000000002
2.3575122784106859,5.647762238095237,2.376502101428744,38.905048999999998,0.95026219346639784,0.94684880110210368,432.125,441.62526535514246,1560263,416,7.8100000000000005
0.11286828606831947,9.6933571428571424E-3,9.8454848244548837E-2,0.101914,0.57735026918962584,0.79531833989439216,105.375,167.47872999279639,224393,310.125,4.7200000000000006
