,force_x,force_y,force_z,vibration_x,vibration_y,vibration_z,acoustic_emission_rms,timestamp,tool_wear,experiment_tag,dataset_tag
0,0.7040000000000001,-0.387,-1.084,0.018000000000000002,0.031,0.027000000000000003,-0.004,2e-05,0.04889261732,c1,phm2010
1,-0.205,-0.727,0.835,-0.083,-0.079,-0.083,0.001,0.04002,0.04889261732,c1,phm2010
2,0.528,1.935,-0.622,-0.003,0.032,0.012,-0.0,0.08002000000000001,0.04889261732,c1,phm2010
3,0.759,2.08,1.077,-0.057999999999999996,-0.08800000000000001,-0.07200000000000001,-0.003,0.12002000000000002,0.04889261732,c1,phm2010
4,1.139,0.9390000000000001,0.9490000000000001,-0.045,-0.09699999999999999,-0.063,0.001,0.16002000000000002,0.04889261732,c1,phm2010
5,0.976,1.131,0.726,-0.055,-0.076,-0.042,0.002,0.20002,0.04889261732,c1,phm2010
6,0.7959999999999999,-0.475,2.158,-0.098,-0.065,-0.066,0.001,0.24002,0.04889261732,c1,phm2010
7,0.715,-1.3119999999999998,0.44,-0.096,-0.055999999999999994,-0.06,-0.0,0.28002000000000005,0.04889261732,c1,phm2010
8,0.9279999999999999,-1.081,1.525,-0.064,-0.057999999999999996,-0.048,-0.001,0.32002,0.04889261732,c1,phm2010
9,0.243,-0.706,-0.077,-0.017,-0.003,-0.008,-0.002,0.36002,0.04889261732,c1,phm2010
10,1.422,-1.8030000000000002,0.136,-0.057,-0.042,-0.033,-0.001,0.40002000000000004,0.04889261732,c1,phm2010
11,-1.0959999999999999,-2.0380000000000003,-0.02,-0.01,0.013000000000000001,0.003,-0.003,0.44002,0.04889261732,c1,phm2010
12,0.055,-1.5030000000000001,-0.083,-0.040999999999999995,-0.019,-0.02,-0.0,0.48002000000000006,0.04889261732,c1,phm2010
13,0.8340000000000001,0.36,0.244,-0.022000000000000002,-0.024,-0.016,0.003,0.52002,0.04889261732,c1,phm2010
14,0.228,1.139,-1.9169999999999998,0.017,0.025,0.026000000000000002,0.0,0.5600200000000001,0.04889261732,c1,phm2010
15,-0.027999999999999997,1.079,0.767,-0.084,-0.079,-0.073,0.001,0.60002,0.04889261732,c1,phm2010
16,-0.679,1.042,0.353,-0.04,-0.037000000000000005,-0.055,0.002,0.64002,0.04889261732,c1,phm2010
17,0.03,1.4080000000000001,-0.371,-0.043,-0.036000000000000004,-0.04,0.001,0.6800200000000001,0.04889261732,c1,phm2010
18,0.645,0.344,0.05,-0.026000000000000002,-0.002,0.011000000000000001,0.0,0.7200200000000001,0.04889261732,c1,phm2010
19,0.29600000000000004,-2.9789999999999996,-0.914,-0.03,-0.012,-0.013999999999999999,0.001,0.76002,0.04889261732,c1,phm2010
20,0.611,-1.744,0.006999999999999999,-0.013999999999999999,0.005,0.004,0.003,0.8000200000000001,0.04889261732,c1,phm2010
21,1.32,-0.385,-0.43700000000000006,0.042,0.05,0.07,0.001,0.8400200000000001,0.04889261732,c1,phm2010
22,2.404,0.73,0.22899999999999998,0.0,0.019,0.024,0.002,0.88002,0.04889261732,c1,phm2010
23,1.618,0.66,1.133,0.017,0.015,0.032,0.004,0.9200200000000001,0.04889261732,c1,phm2010
24,1.348,1.197,-1.325,-0.077,-0.083,-0.07200000000000001,0.005,0.9600200000000001,0.04889261732,c1,phm2010
25,2.372,1.041,0.184,-0.049,-0.09,-0.065,0.004,1.0000200000000001,0.04889261732,c1,phm2010
26,0.6809999999999999,0.07,0.015,-0.038,-0.061,-0.033,-0.002,1.0400200000000002,0.04889261732,c1,phm2010
27,1.399,1.6680000000000001,-0.168,-0.051,-0.03,-0.025,-0.0,1.08002,0.04889261732,c1,phm2010
28,-0.408,1.17,-0.16399999999999998,0.025,0.044000000000000004,0.044000000000000004,-0.002,1.12002,0.04889261732,c1,phm2010
29,0.556,0.285,0.174,-0.028999999999999998,-0.027999999999999997,-0.022000000000000002,-0.002,1.16002,0.04889261732,c1,phm2010
30,-0.045,-1.501,0.023,0.062,0.065,0.06,-0.001,1.20002,0.04889261732,c1,phm2010
31,1.6119999999999999,-0.635,0.312,0.03,0.032,0.053,-0.001,1.2400200000000001,0.04889261732,c1,phm2010
32,-0.134,0.862,1.351,0.021,0.032,0.049,0.001,1.2800200000000002,0.04889261732,c1,phm2010
33,-0.08800000000000001,-0.895,0.322,-0.002,-0.003,0.012,0.0,1.3200200000000002,0.04889261732,c1,phm2010
34,0.46299999999999997,0.71,1.683,0.043,0.042,0.049,0.001,1.36002,0.04889261732,c1,phm2010
35,0.424,0.7290000000000001,-0.196,0.037000000000000005,0.039,0.035,0.003,1.40002,0.04889261732,c1,phm2010
36,0.35600000000000004,0.62,0.764,-0.12300000000000001,-0.12300000000000001,-0.11699999999999999,0.003,1.44002,0.04889261732,c1,phm2010
37,-0.324,-0.965,0.807,-0.124,-0.12,-0.1,0.001,1.4800200000000001,0.04889261732,c1,phm2010
38,1.62,-0.703,-0.057999999999999996,-0.158,-0.14400000000000002,-0.11699999999999999,0.001,1.5200200000000001,0.04889261732,c1,phm2010
39,1.531,0.634,-0.758,0.051,0.064,0.069,0.002,1.5600200000000002,0.04889261732,c1,phm2010
